id,skill_name,date_created,date_updated
12204,PTS THAT COME TO THE FACILITY AFTER SURGERY TO GET PT,2018-03-30 14:05:39.798252+00,2018-03-30 14:05:39.798297+00
12205,ORTHO SURGICAL NURSING YEARS,2018-03-30 14:05:39.962586+00,2018-03-30 14:05:39.962627+00
12206,I HAVE BEEN AN LPN FOR 15 YEARS,2018-03-30 14:05:40.139809+00,2018-03-30 14:05:40.13985+00
12207,I LOVE IT,2018-03-30 14:05:40.274518+00,2018-03-30 14:05:40.274571+00
12208,I MOVED TO NC FROM FLORIDA IN MAY DUE TO MARRYING MY HIGH SCHOOL SWEETHEART,2018-03-30 14:05:40.42086+00,2018-03-30 14:05:40.420929+00
12209,I AM VERY COMPASSIONATE WITH PEOPLE,2018-03-30 14:05:40.561226+00,2018-03-30 14:05:40.561273+00
12210,A TEAM PLAYER WITH ALL MY CO WORKERS,2018-03-30 14:05:40.714892+00,2018-03-30 14:05:40.714952+00
12211,I ENJOY NURSING,2018-03-30 14:05:40.903089+00,2018-03-30 14:05:40.903146+00
12212,ITAPOSS WHAT I AM GOOD AT,2018-03-30 14:05:41.056367+00,2018-03-30 14:05:41.056429+00
12213,I CANAPOST WAIT TO BE PART OF ANOTHER FAMILY HERE IN NC,2018-03-30 14:05:41.216605+00,2018-03-30 14:05:41.216657+00
12228,TRANSCRIBING MEDICAL DOCTOR ORDERS,2018-03-30 14:12:37.157564+00,2018-03-30 14:12:37.157606+00
12229,SUPERVISION CNAS PATIENT,2018-03-30 14:12:37.307969+00,2018-03-30 14:12:37.320248+00
12230,IMPLEMENTING,2018-03-30 14:12:37.487681+00,2018-03-30 14:12:37.487722+00
12231,PLANNING CARE,2018-03-30 14:12:37.6731+00,2018-03-30 14:12:37.673161+00
12232,TREATMENT PLANS YEARS,2018-03-30 14:12:37.834337+00,2018-03-30 14:12:37.834394+00
12233,HANDLING OF VARIOUS OFFICE EQUIPMENT,2018-03-30 14:13:21.235804+00,2018-03-30 14:13:21.235845+00
12234,TYPING 5055 WPM,2018-03-30 14:13:21.383889+00,2018-03-30 14:13:21.383936+00
12235,ADMINISTER MEDICATIONS,2018-03-30 14:13:21.530584+00,2018-03-30 14:13:21.530626+00
12236,CAPABLE OF FOLLOWING PHYSICIAN ORDERS,2018-03-30 14:13:21.679527+00,2018-03-30 14:13:21.679569+00
12237,TRANSCRIBING PHYSICIAN ORDERS,2018-03-30 14:13:21.815066+00,2018-03-30 14:13:21.815117+00
12241,WOUND VAC EXPERIENCE,2018-03-30 14:16:42.304333+00,2018-03-30 14:16:42.304375+00
12242,LAB DRAWS,2018-03-30 14:16:42.472653+00,2018-03-30 14:16:42.472694+00
12243,INJECTIONS 6,2018-03-30 14:16:42.631375+00,2018-03-30 14:16:42.631415+00
12244,I RECEIVED MY NC LICENSE IN MAY 2017 BEFORE I RELOCATED HERE,2018-03-30 14:16:42.771327+00,2018-03-30 14:16:42.771384+00
12245,VENTS,2018-03-30 14:19:24.259452+00,2018-03-30 14:19:24.259493+00
12246,IV CRITICAL CARE,2018-03-30 14:19:24.431203+00,2018-03-30 14:19:24.431244+00
12247,ACUTE CARE YEARS,2018-03-30 14:19:24.581943+00,2018-03-30 14:19:24.581992+00
12266,PEDIATRIC YEARS,2018-03-30 14:34:52.616871+00,2018-03-30 14:34:52.616915+00
12294,INSURANCE YEARS,2018-03-30 14:41:42.170856+00,2018-03-30 14:41:42.170898+00
12295,EPIC SYSTEM,2018-03-30 14:41:42.315001+00,2018-03-30 14:41:42.315063+00
12296,WHY I AM QUALIFIED TO BE YOUR NEXT TOP EMPLOYEE,2018-03-30 14:41:42.497995+00,2018-03-30 14:41:42.498036+00
12297,GENUINE COMPASSION,2018-03-30 14:41:42.6642+00,2018-03-30 14:41:42.664242+00
12298,CARE TO PATIENTS,2018-03-30 14:41:42.918465+00,2018-03-30 14:41:42.918539+00
12299,PATIENTS FAMILY,2018-03-30 14:41:43.074925+00,2018-03-30 14:41:43.074994+00
12300,TRUE HARDWORKER,2018-03-30 14:41:43.237988+00,2018-03-30 14:41:43.238029+00
12301,COMPUTER TECHNOLOGY EXPERTISE,2018-03-30 14:41:43.388587+00,2018-03-30 14:41:43.388642+00
12310,SOLUTIONORIENTED,2018-03-30 14:42:53.15714+00,2018-03-30 14:42:53.165367+00
12311,SOLUTIONORIENTED VERSATILE NURSING PROFESSIONAL WITH VALUABLE SKILLED NURSING EXPERIENCE THAT INCLUDES INTERDISCIPLINARY CARE TEAM CONTRIBUTION,2018-03-30 14:42:53.317775+00,2018-03-30 14:42:53.317841+00
12312,PLAN OF CARE DEVELOPMENT,2018-03-30 14:42:53.482181+00,2018-03-30 14:42:53.482245+00
12313,DETAILED ASSESSMENTS,2018-03-30 14:42:53.636408+00,2018-03-30 14:42:53.636468+00
12314,ABLE TO REMAIN CALM UNDER PRESSURE,2018-03-30 14:42:53.815629+00,2018-03-30 14:42:53.815671+00
12315,PERFORM NECESSARY TASKS QUICKLY,2018-03-30 14:42:53.973564+00,2018-03-30 14:42:53.973628+00
12316,CORRECTLY,2018-03-30 14:42:54.131329+00,2018-03-30 14:42:54.131387+00
12317,MAKE DIFFICULT DECISIONS SWIFTLY IN EMERGENCY SITUATIONS,2018-03-30 14:42:54.300447+00,2018-03-30 14:42:54.30051+00
12318,ORACLE YEARS,2018-03-30 14:46:36.407325+00,2018-03-30 14:46:36.407366+00
12319,SOLUTIONS YEARS,2018-03-30 14:46:36.58967+00,2018-03-30 14:46:36.589737+00
12320,SOUND JUDGMENT,2018-03-30 14:46:36.763651+00,2018-03-30 14:46:36.763714+00
12321,DECISIONMAKING,2018-03-30 14:46:36.918169+00,2018-03-30 14:46:36.918223+00
12322,STAFF MANAGEMENT SKILLS,2018-03-30 14:46:37.107772+00,2018-03-30 14:46:37.107817+00
12323,EFFECTIVE LEADERSHIP,2018-03-30 14:46:37.267559+00,2018-03-30 14:46:37.267622+00
12324,MOTIVATIONAL,2018-03-30 14:46:37.432603+00,2018-03-30 14:46:37.432666+00
12325,INFLUENCING SKILLS,2018-03-30 14:46:37.598341+00,2018-03-30 14:46:37.598403+00
12326,ABILITY TO WORK ON MULTIPLE PROJECTS,2018-03-30 14:46:37.748192+00,2018-03-30 14:46:37.74825+00
12327,MANAGE COMPETING PRIORITIES,2018-03-30 14:46:37.899573+00,2018-03-30 14:46:37.89963+00
12328,ABILITY TO ESTABLISH,2018-03-30 14:46:38.051018+00,2018-03-30 14:46:38.051082+00
12329,MAINTAIN EFFECTIVE WORKING RELATIONSHIPS WITH COWORKERS,2018-03-30 14:46:38.246486+00,2018-03-30 14:46:38.246557+00
12330,MANAGERS,2018-03-30 14:46:38.405163+00,2018-03-30 14:46:38.405226+00
12331,EXCELLENT TIME MANAGEMENT SKILLS,2018-03-30 14:46:38.607715+00,2018-03-30 14:46:38.607756+00
12332,SOLUTIONS ORIENTED,2018-03-30 14:46:38.775741+00,2018-03-30 14:46:38.775804+00
12333,THE ABILITY TO PRIORITIZE MULTIPLE TASKS  COMPUTERPROFICIENT IN MICROSOFT WORD,2018-03-30 14:46:38.930432+00,2018-03-30 14:46:38.930489+00
12334,EXPERIENCE WITH MEDIDATA RAVE,2018-03-30 14:46:39.147153+00,2018-03-30 14:46:39.147196+00
12335,INFORM,2018-03-30 14:46:39.301447+00,2018-03-30 14:46:39.301512+00
12336,VERACITY,2018-03-30 14:46:39.483924+00,2018-03-30 14:46:39.483977+00
12337,ORACLE DATABASES,2018-03-30 14:46:39.651454+00,2018-03-30 14:46:39.651518+00
12338,FLOOR NURSING YEARS,2018-03-30 14:54:12.977597+00,2018-03-30 14:54:12.977641+00
12339,INJECTION,2018-03-30 14:54:13.14145+00,2018-03-30 14:54:13.141492+00
12340,G TUBE J TUBE CARE,2018-03-30 14:54:13.289323+00,2018-03-30 14:54:13.289363+00
12341,ALZHEIMERAPOSS,2018-03-30 14:54:13.428254+00,2018-03-30 14:54:13.428304+00
12342,DEMENTIA EXPERIENCE,2018-03-30 14:54:13.589362+00,2018-03-30 14:54:13.58946+00
12343,DELEGATING DUTIES,2018-03-30 14:54:13.73994+00,2018-03-30 14:54:13.739988+00
12351,PREOPPOSTOP SURGICAL CARE,2018-03-30 15:03:58.680831+00,2018-03-30 15:03:58.680872+00
12352,FAMILY SUPPORT,2018-03-30 15:03:58.83502+00,2018-03-30 15:03:58.835061+00
12353,MEDICATION ADM,2018-03-30 15:03:58.984882+00,2018-03-30 15:03:58.984937+00
12356,DRAWING LABS,2018-03-30 15:09:34.787752+00,2018-03-30 15:09:34.787793+00
12357,ADMINISTER SHOTS,2018-03-30 15:09:34.944368+00,2018-03-30 15:09:34.944423+00
12358,SUTURE REMOVAL STAPLE REMOVAL,2018-03-30 15:09:35.110684+00,2018-03-30 15:09:35.11074+00
12359,IV YEARS,2018-03-30 15:09:35.273057+00,2018-03-30 15:09:35.273098+00
12360,MARRIED,2018-03-30 15:09:35.424951+00,2018-03-30 15:09:35.425001+00
12361,2 CHILDREN A BOY 11,2018-03-30 15:09:35.573974+00,2018-03-30 15:09:35.574026+00
12362,GIRL 8,2018-03-30 15:09:35.724409+00,2018-03-30 15:09:35.724457+00
12363,WORKED WITH MENTALLY,2018-03-30 15:10:56.425083+00,2018-03-30 15:10:56.425129+00
12364,PHYSICALLY,2018-03-30 15:10:56.592928+00,2018-03-30 15:10:56.593103+00
12365,SUBSTANCE ABUSING CLIENTS,2018-03-30 15:10:56.736974+00,2018-03-30 15:10:56.737028+00
12366,PATIENT CARE YEARS,2018-03-30 15:18:29.938273+00,2018-03-30 15:18:29.938362+00
12369,GIVE MEDICATIONS,2018-03-30 15:23:07.008867+00,2018-03-30 15:23:07.008915+00
12370,PO,2018-03-30 15:23:07.156315+00,2018-03-30 15:23:07.15637+00
12371,PR IV,2018-03-30 15:23:07.320334+00,2018-03-30 15:23:07.320374+00
12372,START IVS,2018-03-30 15:23:07.481921+00,2018-03-30 15:23:07.481963+00
12373,NG TUBES,2018-03-30 15:23:07.625919+00,2018-03-30 15:23:07.625975+00
12374,FOLEYS,2018-03-30 15:23:07.77292+00,2018-03-30 15:23:07.772972+00
12375,DRESSINGS,2018-03-30 15:23:07.923128+00,2018-03-30 15:23:07.923185+00
12376,I HAVE ABOUT ONE YEAR EXPERIENCE MEDSURG,2018-03-30 15:23:08.075806+00,2018-03-30 15:23:08.075867+00
12377,CD I,2018-03-30 15:23:08.232259+00,2018-03-30 15:23:08.232308+00
12378,HAVE 32 YEARS EXPERIENCE IN ED,2018-03-30 15:23:08.375175+00,2018-03-30 15:23:08.375235+00
12379,EXPERIENCE DOING CHART AUDITS FOR ED,2018-03-30 15:23:08.531903+00,2018-03-30 15:23:08.531968+00
12380,ONE YEAR EXPERIENCE REHAB,2018-03-30 15:23:08.684372+00,2018-03-30 15:23:08.684431+00
12381,LONG TERM,2018-03-30 15:23:08.856713+00,2018-03-30 15:23:08.856774+00
12382,IAPOSM REALLY VERY EXCITED,2018-03-30 15:23:09.014821+00,2018-03-30 15:23:09.014862+00
12383,INTERESTED IN THIS POSITION,2018-03-30 15:23:09.178541+00,2018-03-30 15:23:09.178601+00
12384,HOPE TO HEAR FROM SOON,2018-03-30 15:23:09.341584+00,2018-03-30 15:23:09.341638+00
12385,CATHETERIZATION MALEFEMALE,2018-03-30 15:26:41.818399+00,2018-03-30 15:26:41.818442+00
12386,ENTERAL FEEDING TUBES,2018-03-30 15:26:41.969275+00,2018-03-30 15:26:41.969328+00
12406,COMPUTER KNOWLEDGE YEARS,2018-03-30 15:29:46.630135+00,2018-03-30 15:29:46.630176+00
12407,WOUND VAC YEARS,2018-03-30 15:29:46.793681+00,2018-03-30 15:29:46.793726+00
12408,I WAS ALSO A CNA FOR,2018-03-30 15:29:46.95256+00,2018-03-30 15:29:46.952609+00
12409,EXCELLANT CUSTOMER SERVICE,2018-03-30 15:30:22.978383+00,2018-03-30 15:30:22.978425+00
12410,GOOD ORGANIZATIINAL SKILLS,2018-03-30 15:30:23.123166+00,2018-03-30 15:30:23.123231+00
12411,SPECIAL SKILLSPRESENTATIONS,2018-03-30 15:32:43.92786+00,2018-03-30 15:32:43.9279+00
12412,INCLUDE MICROSOFT OFFICE SUITE,2018-03-30 15:32:44.083098+00,2018-03-30 15:32:44.083152+00
12413,INSERVICE PRESENTATION ON ALZHEIMERAPOSS,2018-03-30 15:32:44.246084+00,2018-03-30 15:32:44.246143+00
12414,THE POSITIVE APPROACH AT ROSE MANOR 22016,2018-03-30 15:32:44.437686+00,2018-03-30 15:32:44.437739+00
12417,GENERAL COMPUTER SKILLSEXTENSIVE EMR EXPERIENCE YEARS,2018-03-30 15:34:41.096559+00,2018-03-30 15:34:41.096616+00
12418,AN ENERGETIC SELFSTARTER WITH A RESULT ORIENTED ATTITUDE,2018-03-30 15:34:41.25498+00,2018-03-30 15:34:41.25503+00
12419,PROVEN BACKGROUND TO PATIENT DEDICATION,2018-03-30 15:34:41.410581+00,2018-03-30 15:34:41.410637+00
12420,I AM INTERESTED IN FINDING AN ORGANIZATION THAT NOT ONLY SHARE MY IDEALS OF PROMOTING GOOD PATIENT HEALTH BUT ALSO SEEKS CONTINUAL GROWTH,2018-03-30 15:34:41.565191+00,2018-03-30 15:34:41.565241+00
12421,EDUCATION TO BETTER SERVE OUR COMMUNITY,2018-03-30 15:34:41.727095+00,2018-03-30 15:34:41.727144+00
12424,VENTILATORS TRACH CARE,2018-03-30 15:38:23.512519+00,2018-03-30 15:38:23.512559+00
12425,GLUCOSE MONITORING YEARS,2018-03-30 15:38:23.699847+00,2018-03-30 15:38:23.699888+00
12426,COMFORT CARE HOSPICE YEARS,2018-03-30 15:38:23.85975+00,2018-03-30 15:38:23.859791+00
12427,MONITOR,2018-03-30 15:38:24.001638+00,2018-03-30 15:38:24.001695+00
12428,DRAW LABS YEARS,2018-03-30 15:38:24.147846+00,2018-03-30 15:38:24.147912+00
12429,BLOOD ADMINISTRATION,2018-03-30 15:38:24.304302+00,2018-03-30 15:38:24.304361+00
12430,I HAVE BEEN A LPN FOR,2018-03-30 15:38:24.454422+00,2018-03-30 15:38:24.454463+00
12431,I STRIVE TO GIVE EXCELLENT,2018-03-30 15:38:24.602533+00,2018-03-30 15:38:24.602587+00
12432,COMPETENT CARE TO MY PATIENTS,2018-03-30 15:38:24.747544+00,2018-03-30 15:38:24.747597+00
12433,I AM A TEAM PLAYER,2018-03-30 15:38:24.907342+00,2018-03-30 15:38:24.907383+00
12434,WILL HELP MY COWORKERS IN ANY WAY I CAN,2018-03-30 15:38:25.055182+00,2018-03-30 15:38:25.055242+00
12435,I AM ALWAYS READY TO LEARN,2018-03-30 15:38:25.201755+00,2018-03-30 15:38:25.201813+00
12486,COMPLETING A NEW ADMISSION,2018-03-30 15:46:37.507315+00,2018-03-30 15:46:37.50736+00
12487,MEDICINE ADMINISTRATION,2018-03-30 15:46:37.658882+00,2018-03-30 15:46:37.658936+00
12488,RECORD KEEPING,2018-03-30 15:46:37.850236+00,2018-03-30 15:46:37.850297+00
12489,EPIC TRAINING AT UNC HEALTH CARE,2018-03-30 15:48:11.79543+00,2018-03-30 15:48:11.795472+00
12490,DUKE UNIVERSITY HOSPITAL,2018-03-30 15:48:11.94515+00,2018-03-30 15:48:11.945214+00
12493,KNOWLEDGE OF SOME AMERICAN SIGN LANGUAGE,2018-03-30 15:51:23.840771+00,2018-03-30 15:51:23.840817+00
12503,DEEP DESIRE TO HELP THOSE WITH HEATH ISSUES,2018-03-30 15:58:41.279784+00,2018-03-30 15:58:41.279832+00
12535,DURING MY TIME WITH THIS JOB I WAS ABLE TO WORK ON MY HEAD TO TOE ASSESSMENTS,2018-03-30 16:19:23.863019+00,2018-03-30 16:19:23.863071+00
12536,FOCUS ASSESSMENTS EVEN IF THEY WERE OVER THE TELEPHONE,2018-03-30 16:19:24.026364+00,2018-03-30 16:19:24.026421+00
12537,I WAS ABLE TO REALLY UNDERSTAND WHAT TO ASK THE PATIENT,2018-03-30 16:19:24.178365+00,2018-03-30 16:19:24.178414+00
12538,WHAT TO LOOK FOR BASED ON THE SYMPTOMS THEY WERE TELLING ME,2018-03-30 16:19:24.321318+00,2018-03-30 16:19:24.321363+00
12539,I WAS ABLE TO WORK ON MY CUSTOMER SERVICE SKILLS,2018-03-30 16:19:24.464806+00,2018-03-30 16:19:24.464854+00
12540,TAKE THEM TO THE NEXT LEVEL,2018-03-30 16:19:24.609155+00,2018-03-30 16:19:24.609208+00
12541,THE SKILLS I USED AT THIS JOB WERE HEAD TO TOE ASSESSMENT,2018-03-30 16:19:24.7742+00,2018-03-30 16:19:24.774242+00
12542,FOCUS ASSESSMENT,2018-03-30 16:19:24.922583+00,2018-03-30 16:19:24.922636+00
12543,MEDICATION IDENTIFICATION,2018-03-30 16:19:25.093478+00,2018-03-30 16:19:25.093519+00
12544,UNDERSTANDING,2018-03-30 16:19:25.242259+00,2018-03-30 16:19:25.242311+00
12545,LAB UNDERSTANDING,2018-03-30 16:19:25.383168+00,2018-03-30 16:19:25.383218+00
12546,THE IMPACT THAT I MADE WAS BEING A TEAM PLAYER,2018-03-30 16:19:25.546477+00,2018-03-30 16:19:25.546528+00
12547,ORGANIZING MY SPACE AT THE OFFICE,2018-03-30 16:19:25.68729+00,2018-03-30 16:19:25.687338+00
12548,SETTING UP A DAILY LOG FOR CONTROLS FOR THE MEDICAL EQUIPMENT IN THE OFFICE,2018-03-30 16:19:25.830453+00,2018-03-30 16:19:25.830502+00
12549,SETTING UP AN EXCEL SPREADSHEET FOR EQUIPMENT,2018-03-30 16:19:25.978719+00,2018-03-30 16:19:25.978769+00
12550,SUPPLIES TO BE STOCKED IN EACH ROOM,2018-03-30 16:19:26.130142+00,2018-03-30 16:19:26.130194+00
12551,HELPED WITH NEW PATIENT QUESTIONNAIRES,2018-03-30 16:19:26.277848+00,2018-03-30 16:19:26.277896+00
12552,HELPED ORGANIZE A NEW CONTROLLED SUBSTANCE CONTRACT FOR PATIENTS,2018-03-30 16:19:26.41994+00,2018-03-30 16:19:26.41999+00
12553,TRAINING NEW EMPLOYEES,2018-03-30 16:19:26.563109+00,2018-03-30 16:19:26.563167+00
12554,HELPED SWITCH TO A NEW DRUG SCREENING COMPANY,2018-03-30 16:19:26.704326+00,2018-03-30 16:19:26.704373+00
12555,THE SKILLS I DEMONSTRATED AT THIS JOB WAS VITAL SIGNS,2018-03-30 16:19:26.855272+00,2018-03-30 16:19:26.855322+00
12556,ADMINISTRATING IMMUNIZATIONS,2018-03-30 16:19:27.017211+00,2018-03-30 16:19:27.017252+00
12557,MICROSOFT OFFICE SKILLS,2018-03-30 16:19:27.185872+00,2018-03-30 16:19:27.185913+00
12558,CHARTING SKILLS,2018-03-30 16:19:27.343326+00,2018-03-30 16:19:27.343366+00
12559,THE IMPACT I HAD WHILE AT THIS JOB WAS TO PROVIDE THE CLIENT WITH MEDICAL CARE,2018-03-30 16:19:27.486131+00,2018-03-30 16:19:27.486181+00
12560,THE SKILLS I USED WHILE AT THIS JOB WAS LEADERSHIP SKILLS,2018-03-30 16:19:27.641945+00,2018-03-30 16:19:27.641994+00
12561,ASSESSMENT SKILLS,2018-03-30 16:19:27.806906+00,2018-03-30 16:19:27.806947+00
12562,PAPER,2018-03-30 16:21:17.104124+00,2018-03-30 16:21:17.104167+00
12563,WOUND TREATMENTS,2018-03-30 16:21:17.261771+00,2018-03-30 16:21:17.261812+00
12564,ADMINISTER CERTAIN IV MEDICATIONS,2018-03-30 16:21:17.42675+00,2018-03-30 16:21:17.42679+00
12565,FOLLOW PHYSICIAN ORDERS,2018-03-30 16:21:17.576138+00,2018-03-30 16:21:17.576192+00
12566,IMPLEMENT PLAN OF CARE TO PATIENTS,2018-03-30 16:21:17.726819+00,2018-03-30 16:21:17.726867+00
12567,DISCHARGE OF PATIENTS,2018-03-30 16:21:17.914308+00,2018-03-30 16:21:17.914348+00
12568,SCHEDULE APPOINTMENTS FOR PATIENTS YEARS,2018-03-30 16:21:18.07183+00,2018-03-30 16:21:18.07189+00
12569,EMR YEARS,2018-03-30 16:21:56.528426+00,2018-03-30 16:21:56.528474+00
12570,KEY STRENGTHS,2018-03-30 16:21:56.709736+00,2018-03-30 16:21:56.709778+00
12571,EXPERIENCE UTILIZING EMR INCLUDING ALL SCRIPTS,2018-03-30 16:21:56.869978+00,2018-03-30 16:21:56.87003+00
12572,INSTRUMENTAL IN ESTABLISHING THE 123 NURSE TRIAGE SYSTEM FOR DUKE HEALTH,2018-03-30 16:21:57.046475+00,2018-03-30 16:21:57.046516+00
12573,WAVERLY PLACE SITE CHAMPION FOR ADULT IMMUNIZATION RESEARCH PROJECT IN COLLABORATION WITH MERCK,2018-03-30 16:21:57.191717+00,2018-03-30 16:21:57.191769+00
12577,COUGH ASSIST T70 YEARS,2018-03-30 16:30:00.156087+00,2018-03-30 16:30:00.156139+00
12578,BOWEL TRAINING PROGRAM YEARS,2018-03-30 16:30:00.327774+00,2018-03-30 16:30:00.327835+00
12579,LTV950 VENTILATOR YEARS,2018-03-30 16:30:00.480298+00,2018-03-30 16:30:00.48036+00
12580,DIAPHRAGMATIC PACING DEVICE YEARS,2018-03-30 16:30:00.630093+00,2018-03-30 16:30:00.630155+00
12581,SUPRAPUBIC CATHETER YEARS,2018-03-30 16:30:00.780851+00,2018-03-30 16:30:00.780914+00
12394,QUALIFIED IN SERVICES FOR PERSONS WITH MRDDID BOTH ADULTS,2018-03-30 15:28:08.804075+00,2018-03-30 15:28:08.804135+00
12395,CHILDREN,2018-03-30 15:28:09.032536+00,2018-03-30 15:28:09.032596+00
12396,ALSO ALZHEIMERAPOSS,2018-03-30 15:28:09.200153+00,2018-03-30 15:28:09.200212+00
12397,ALSO VERY FAMILIAR WITH CARING FOR PERSONS THAT NEED ASSISTANCE WITH ACTIVITIES OF DAILY LIVING BOTH IN A MENTAL,2018-03-30 15:28:09.358194+00,2018-03-30 15:28:09.358252+00
12398,PHYSICAL ASPECT,2018-03-30 15:28:09.598715+00,2018-03-30 15:28:09.598775+00
12399,KNOWLEDGEABLE WITH PROVIDING EXCELLENT SERVICE TO CLIENTS WHILE MAINTAINING THE INTEGRITY OF SELF,2018-03-30 15:28:09.787972+00,2018-03-30 15:28:09.78803+00
12400,COMPANY STANDARD,2018-03-30 15:28:09.974685+00,2018-03-30 15:28:09.974745+00
12401,MEDICATION ADMINISTRATION CUSTOMER SERVICE,2018-03-30 15:28:10.125981+00,2018-03-30 15:28:10.126039+00
12402,WOUND CARE DOCUMENTATION,2018-03-30 15:28:10.313622+00,2018-03-30 15:28:10.313681+00
12403,CATHETER INSERTIONCARE MS WORD,2018-03-30 15:28:10.495631+00,2018-03-30 15:28:10.495671+00
12404,IV THERAPY PATIENT ASSESSMENTEDUCATION,2018-03-30 15:28:10.692431+00,2018-03-30 15:28:10.692473+00
12405,ASSISTING WITH PERSONAL CARE ADMINISTERING FEEDING,2018-03-30 15:28:10.858602+00,2018-03-30 15:28:10.858666+00
12415,GENERAL OFFICE SKILLS YEARS,2018-03-30 15:33:22.717441+00,2018-03-30 15:33:22.7175+00
12416,PROVIDING PATIENT CARE YEARS,2018-03-30 15:33:59.356004+00,2018-03-30 15:33:59.356063+00
12422,MICROSOFT OFFICE WORD,2018-03-30 15:36:21.891589+00,2018-03-30 15:36:21.89163+00
12423,DIMENSION COMPUTER SKILLS,2018-03-30 15:36:22.105047+00,2018-03-30 15:36:22.105096+00
12436,STARTING,2018-03-30 15:41:14.37334+00,2018-03-30 15:41:14.373401+00
12437,MAINTAINING PERIPHERALLY INSERTED INTRAVENOUS CATHETERAPOSS,2018-03-30 15:41:14.556942+00,2018-03-30 15:41:14.557008+00
12438,ACCESSING,2018-03-30 15:41:14.754145+00,2018-03-30 15:41:14.754204+00
12439,MAINTAINING EXISTING CENTRALLY INSERTED INTRAVENOUS CATHETERAPOSS,2018-03-30 15:41:14.921081+00,2018-03-30 15:41:14.921149+00
12440,PERFORMING,2018-03-30 15:41:15.115148+00,2018-03-30 15:41:15.115209+00
12441,BASIC ASSESSMENT OF EKG RHYTHM STRIPS,2018-03-30 15:41:15.280455+00,2018-03-30 15:41:15.280515+00
12442,I DIDNAPOST DEFINE,2018-03-30 15:41:15.469359+00,2018-03-30 15:41:15.469418+00
12443,MONITORING THE FOUR STAGES OF DECUBITUS ULCERAPOSS,2018-03-30 15:41:15.657427+00,2018-03-30 15:41:15.657487+00
12444,COMPUTER KNOWLEDGE,2018-03-30 15:41:15.832687+00,2018-03-30 15:41:15.832747+00
12445,EXCELLENT COMMUNICATION,2018-03-30 15:41:16.021962+00,2018-03-30 15:41:16.022097+00
12446,CURRENT NURSING PRACTICE INCLUDES PROVIDING HOLISTIC NURSING CARE TO A VARIETY OF PATIENTS WITH COMPLEX MEDICAL CONDITIONS WITH A PRIMARY FOCUS ON CARDIAC FUNCTION,2018-03-30 15:41:16.244517+00,2018-03-30 15:41:16.244557+00
12447,IDENTIFYING RISK FACTORS THAT CONTRIBUTE TO HEART DISEASE,2018-03-30 15:41:16.405546+00,2018-03-30 15:41:16.405605+00
12448,EDUCATING PATIENT ON BOTH MODIFIABLE,2018-03-30 15:41:16.631809+00,2018-03-30 15:41:16.631868+00
12449,NONMODIFIABLE RISK FACTORS,2018-03-30 15:41:16.816203+00,2018-03-30 15:41:16.816262+00
12450,ASSISTING CARDIOLOGIST,2018-03-30 15:41:17.001696+00,2018-03-30 15:41:17.001756+00
12451,PERFORMING VARIOUS COMBINATION CARDIAC STRESS TEST WHICH INCLUDE THE TREADMILL,2018-03-30 15:41:17.189503+00,2018-03-30 15:41:17.189563+00
12452,IV INFUSION OF DOBUTAMINE,2018-03-30 15:41:17.39081+00,2018-03-30 15:41:17.39087+00
12453,IV INFUSION OF ADENOSINE,2018-03-30 15:41:17.575361+00,2018-03-30 15:41:17.57542+00
12454,OTHER RESPONSIBILITIES INCLUDE KARRIE IN OUR ORDERS FROM THE PHYSICIAN,2018-03-30 15:41:17.75656+00,2018-03-30 15:41:17.756622+00
12455,SCHEDULING PATIENTS FOR PACEMAKER,2018-03-30 15:41:17.947168+00,2018-03-30 15:41:17.947228+00
12456,DEFIBRILLATOR INSERTIONS,2018-03-30 15:41:18.139066+00,2018-03-30 15:41:18.139126+00
12457,CARDIAC CATHETERIZATIONS,2018-03-30 15:41:18.325514+00,2018-03-30 15:41:18.325572+00
12458,ANGIOGRAMS,2018-03-30 15:41:18.513137+00,2018-03-30 15:41:18.513196+00
12459,CARDIO VERSIONS,2018-03-30 15:41:18.693835+00,2018-03-30 15:41:18.693894+00
12460,REFERRALS TO OTHER MEDICAL CENTERS FOR STENT PLACEMENT OR OPEN HEART SURGERY,2018-03-30 15:41:18.904937+00,2018-03-30 15:41:18.904997+00
12461,FOLLOWING PATIENTS BEFORE,2018-03-30 15:41:19.072072+00,2018-03-30 15:41:19.072133+00
12462,AFTER PROCEDURES,2018-03-30 15:41:19.277368+00,2018-03-30 15:41:19.277427+00
12463,MEDICATION CHANGES,2018-03-30 15:41:19.476203+00,2018-03-30 15:41:19.476262+00
12464,PROVIDING EMOTIONAL,2018-03-30 15:41:19.650529+00,2018-03-30 15:41:19.650587+00
12465,EDUCATIONAL SUPPORT OF PATIENTS,2018-03-30 15:41:19.84533+00,2018-03-30 15:41:19.845389+00
12466,IS AN INTEGRAL PART OF MY JOB,2018-03-30 15:41:20.161896+00,2018-03-30 15:41:20.161936+00
12467,PATIENT CARE PROVIDING ASSISTANCE TO PEOPLE OF ALL AGES WITH VARIOUS HEALTH PROBLEMS INCLUDING ADMINISTERING MEDICATIONS,2018-03-30 15:41:20.334947+00,2018-03-30 15:41:20.335006+00
12468,PROVIDING TRACHEOTOMY CARE,2018-03-30 15:41:20.557415+00,2018-03-30 15:41:20.557461+00
